Flat No.,Area in Sqrt,No.of Bhk,Location,Price
3150,1685,3,"Sector 137, Noida", 80 L
3151,1685,3,"Sector 137, Noida", 80 L
3152,1758,3,"Sector 137, Noida", 85 L
3153,1131,2,"Sector 137, Noida", 52 L
3154,968,2,"Sector 137, Noida", 45 L
3155,968,2,"Sector 137, Noida", 45 L
3156,1968,4,"Sector 137, Noida", 95 L
3157,1131,2,"Sector 137, Noida", 50 L
3158,1202,2,"Sector 137, Noida", 53 L
3159,1968,4,"Sector 137, Noida", 95 L
3160,1236,3,"Sector 143, Noida", 48 L
3161,1040,2,"Sector 143, Noida", 41 L
3162,1202,2,"Sector 137, Noida", 54 L
3163,1234,2,"Sector 143, Noida", 49 L
3164,1236,3,"Sector 143, Noida", 48 L
3165,1236,3,"Sector 143, Noida", 48 L
3166,990,2,"Sector 137, Noida", 45 L
3167,1234,2,"Sector 143, Noida", 49 L
3168,990,2,"Sector 137, Noida", 45 L
3169,950,2,"Sector 134, Noida", 34 L
3170,3195,3,"Sector 108, Noida", 2.18 Cr
3171,1355,2,"Sector 128, Noida", 56 L
3172,1820,2,"Sector 128, Noida", 95 L
3173,2181,3,"Sector 93A, Noida", 1.05 Cr
3174,2350,3,"Sector 93A, Noida", 1.25 Cr
3175,1655,3,"Sector 93A, Noida", 92 L
3176,1920,3,"Sector 93A, Noida", 1.3 Cr
3177,2600,4,"Sector 93A, Noida", 1.4 Cr
3178,565,1,"Sector 43, Noida", 16.75 L
3179,570,1,"Sector 43, Noida", 17 L
3180,585,1,"Sector 45, Noida", 16.9 L
3181,1380,2,"Sector 94, Noida", 1.52 Cr
3182,2626,3,"Sector 128, Noida", 1.62 Cr
3183,1110,2,"Sector 93, Noida", 62 L
3184,1250,3,"Sector 82, Noida", 68 L
3185,950,2,"Sector 82, Noida", 55 L
3186,2350,3,"Sector 93A, Noida", 1.25 Cr
3187,1150,3,"Sector 121, Noida", 29.99 L
3188,1150,3,"Sector 121, Noida", 29.95 L
3189,950,2,"Sector 121, Noida", 24.95 L
3190,925,2,"Sector 121, Noida", 23.99 L
3191,1150,3,"Sector 121, Noida", 29.95 L
3192,2050,4,"Sector 150, Noida", 1.74 Cr
3193,1430,3,"Sector 150, Noida", 1.24 Cr
3194,2440,3,"Sector 150, Noida", 2.4 Cr
3195,1248,3,"Sector 43, Noida", 3.34 Cr
3196,1345,3,"Sector 43, Noida", 3.71 Cr
3197,1249,3,"Sector 43, Noida", 3.35 Cr
3198,2330,3,"Sector 150, Noida", 2.15 Cr
3199,2330,3,"Sector 150, Noida", 2.12 Cr
3200,2698,4,"Sector 150, Noida", 2.51 Cr
3201,2698,4,"Sector 150, Noida", 2.47 Cr
3202,2698,4,"Sector 150, Noida", 2.49 Cr
3203,2330,3,"Sector 150, Noida", 2.17 Cr
3204,3027,4,"Sector 150, Noida", 2.77 Cr
3205,3027,4,"Sector 150, Noida", 2.75 Cr
3206,3198,4,"Sector 150, Noida", 2.95 Cr
3207,1305,2,"Sector 150, Noida", 1.15 Cr
3208,2440,3,"Sector 150, Noida", 2.75 Cr
3209,3165,3,"Sector 150, Noida", 2.3 Cr
3210,1947,3,"Sector 150, Noida", 2.2 Cr
3211,3963,4,"Sector 150, Noida", 3.5 Cr
3212,1558,2,"Sector 150, Noida", 1.37 Cr
3213,1628,2,"Sector 150, Noida", 1.25 Cr
3214,1405,3,"Sector 107, Noida", 90 L
3215,1790,3,"Sector 93A, Noida", 82 L
3216,804,2,"Sector 152, Noida", 82.35 L
3217,771,2,"Sector 150, Noida", 79 L
3218,801,2,"Sector 150, Noida", 84.04 L
3219,773,2,"Sector 150, Noida", 79.21 L
3220,1455,3,"Sector 150, Noida", 1.51 Cr
3221,977,2,"Sector 150, Noida", 96.96 L
3222,1903,4,"Sector 150, Noida", 1.99 Cr
3223,1202,3,"Sector 150, Noida", 1.18 Cr
3224,3200,4,"Sector 150, Noida", 1.76 Cr
3225,2300,3,"Sector 150, Noida", 1.26 Cr
3226,1750,3,"Sector 150, Noida", 96.25 L
3227,2990,4,"Sector 150, Noida", 1.58 Cr
3228,2230,3,"Sector 150, Noida", 1.18 Cr
3229,1980,3,"Sector 150, Noida", 1.04 Cr
3230,804,2,"Sector 152, Noida", 82.35 L
3231,1181,3,"Sector 152, Noida", 1.13 Cr
3232,1185,3,"Sector 152, Noida", 1.13 Cr
3233,815,2,"Sector 152, Noida", 83.48 L
3234,1575,3,"Sector 150, Noida", 95.82 L
3235,1285,3,"Sector 150, Noida", 79.01 L
3236,1404,3,"Sector 150, Noida", 78.62 L
3237,1100,2,"Sector 150, Noida", 67.19 L
3238,1155,2,"Sector 150, Noida", 63 L
3239,1137,2,"Sector 150, Noida", 56.85 L
3240,1300,3,"Sector 143B, Noida", 61.75 L
3241,1900,3,"Sector 143B, Noida", 90.25 L
3242,1425,3,"Sector 143B, Noida", 67.68 L
3243,1700,3,"Sector 143B, Noida", 80.75 L
3244,1600,3,"Sector 143B, Noida", 76 L
3245,4150,3,"Sector 93B, Noida", 4.01 Cr
3246,3710,4,"Sector 128, Noida", 2.6 Cr
3247,5000,5,"Sector 79, Noida", 3.25 Cr
3248,2062,3,"Sector 150, Noida", 1.87 Cr
3249,2062,3,"Sector 150, Noida", 1.85 Cr
3250,2062,3,"Sector 150, Noida", 1.83 Cr
3251,1907,3,"Sector 150, Noida", 1.71 Cr
3252,1907,3,"Sector 150, Noida", 1.69 Cr
3253,1907,3,"Sector 150, Noida", 1.7 Cr
3254,1600,3,"Sector 93, Noida", 98 L
3255,1655,3,"Sector 93A, Noida", 92 L
3256,5000,5,"Sector 150, Noida", 4.5 Cr
3257,5000,5,"Sector 150, Noida", 4.5 Cr
3258,5000,5,"Sector 150, Noida", 4.5 Cr
3259,5000,5,"Sector 150, Noida", 4.5 Cr
3260,3027,4,"Sector 150, Noida", 2.42 Cr
3261,3027,4,"Sector 150, Noida", 2.42 Cr
3262,2697,4,"Sector 150, Noida", 2.15 Cr
3263,2697,4,"Sector 150, Noida", 2.15 Cr
3264,2062,3,"Sector 150, Noida", 1.46 Cr
3265,2062,3,"Sector 150, Noida", 1.46 Cr
3266,2330,3,"Sector 150, Noida", 1.64 Cr
3267,2330,3,"Sector 150, Noida", 1.64 Cr
3268,1907,3,"Sector 150, Noida", 1.46 Cr
3269,1907,3,"Sector 150, Noida", 1.46 Cr
3270,2700,4,"Sector 150, Noida", 2.14 Cr
3271,2700,4,"Sector 150, Noida", 2.14 Cr
3272,3027,4,"Sector 150, Noida", 2.39 Cr
3273,3027,4,"Sector 150, Noida", 2.39 Cr
3274,2062,3,"Sector 150, Noida", 1.63 Cr
3275,2062,3,"Sector 150, Noida", 1.63 Cr
3276,2330,3,"Sector 150, Noida", 1.64 Cr
3277,2330,3,"Sector 150, Noida", 1.64 Cr
3278,934,3,"Sector 150, Noida", 79.99 L
3279,1151,3,"Sector 150, Noida", 95.82 L
3280,1465,2,"Sector 150, Noida", 99.47 L
3281,1945,3,"Sector 150, Noida", 1.32 Cr
3282,5000,5,"Sector 150, Noida", 4.5 Cr
3283,1425,2,"Sector 150, Noida", 96.75 L
3284,1760,3,"Sector 150, Noida", 1.19 Cr
3285,2230,3,"Sector 150, Noida", 1.56 Cr
3286,1730,3,"Sector 107, Noida", 1.1 Cr
3287,2565,3,"Sector 50, Noida", 2.64 Cr
3288,1045,2,"Sector 137, Noida", 60 L
3289,1450,2,"Sector 128, Noida", 77 L
3290,2250,4,"Sector 78, Noida", 1.9 Cr
3291,2720,4,"Sector 79, Noida", 1.9 Cr
3292,2031,3,"Sector 128, Noida", 2.71 Cr
3293,2007,3,"Sector 128, Noida", 2.68 Cr
3294,2763,4,"Sector 128, Noida", 3.68 Cr
3295,3501,4,"Sector 107, Noida", 3.32 Cr
3296,4482,4,"Sector 107, Noida", 4.25 Cr
3297,6570,5,"Sector 107, Noida", 6.24 Cr
3298,1675,3,"Sector 150, Noida", 94.7 L
3299,1615,3,"Sector 150, Noida", 91.46 L
3300,1750,3,"Sector 150, Noida", 1.08 Cr
3301,3220,4,"Sector 150, Noida", 2.26 Cr
3302,2190,3,"Sector 150, Noida", 1.42 Cr
3303,2460,3,"Sector 150, Noida", 1.74 Cr
3304,950,2,"Sector 16B, Noida", 30.4 L
3305,1150,2,"Sector 16B, Noida", 30.4 L
3306,1285,3,"Sector 150, Noida", 82 L
3307,1155,2,"Sector 150, Noida", 86 L
3308,1137,2,"Sector 150, Noida", 85.27 L
3309,1155,2,"Sector 150, Noida", 86 L
3310,1137,2,"Sector 150, Noida", 85.27 L
3311,2100,3,"Sector 78, Noida", 1.15 Cr
3312,3998,3,"Sector 128, Noida", 4.25 Cr
3313,2950,3,"Sector 93A, Noida", 2 Cr
3314,4142,3,"Sector 93A, Noida", 3 Cr
3315,1510,3,"Sector 78, Noida", 82 L
3316,2650,4,"Sector 107, Noida", 1.65 Cr
3317,1245,2,"Sector 79, Noida", 87 L
3318,2275,3,"Sector 168, Noida", 1.27 Cr
3319,934,3,"Sector 150, Noida", 79.99 L
3320,1151,3,"Sector 150, Noida", 95.82 L
3321,1511,3,"Sector 150, Noida", 1.85 Cr
3322,890,2,"Sector 150, Noida", 1.17 Cr
3323,1322,3,"Sector 150, Noida", 1.58 Cr
3324,1794,3,"Sector 150, Noida", 2.03 Cr
3325,849,2,"Sector 150, Noida", 1.08 Cr
3326,592,1,"Yeida, Noida", 18 L
3327,6300,5,"Sector 75, Noida", 6.93 Cr
3328,5300,5,"Sector 75, Noida", 5.83 Cr
3329,783,3,"Sector 150, Noida", 90 L
3330,981,3,"Sector 150, Noida", 1.14 Cr
3331,648,2,"Sector 150, Noida", 76 L
3332,1775,3,"Sector 119, Noida", 85 L
3333,3200,4,"Sector 150, Noida", 2.47 Cr
3334,3200,4,"Sector 150, Noida", 2.47 Cr
3335,2000,3,"Sector 150, Noida", 1.57 Cr
3336,2000,3,"Sector 150, Noida", 1.57 Cr
3337,2300,3,"Sector 150, Noida", 1.79 Cr
3338,2300,3,"Sector 150, Noida", 1.79 Cr
3339,1625,3,"Sector 150, Noida", 1.29 Cr
3340,1625,3,"Sector 150, Noida", 1.29 Cr
3341,2050,4,"Sector 150, Noida", 1.97 Cr
3342,2050,4,"Sector 150, Noida", 1.97 Cr
3343,1430,3,"Sector 150, Noida", 1.5 Cr
3344,1430,3,"Sector 150, Noida", 1.5 Cr
3345,1750,3,"Sector 150, Noida", 1.08 Cr
3346,3220,4,"Sector 150, Noida", 2.26 Cr
3347,1750,3,"Sector 150, Noida", 1.08 Cr
3348,2190,3,"Sector 150, Noida", 1.42 Cr
3349,3220,4,"Sector 150, Noida", 2.26 Cr
3350,2460,3,"Sector 150, Noida", 1.74 Cr
3351,2190,3,"Sector 150, Noida", 1.42 Cr
3352,2460,3,"Sector 150, Noida", 1.74 Cr
3353,1675,3,"Sector 150, Noida", 1.06 Cr
3354,1675,3,"Sector 150, Noida", 1.06 Cr
3355,783,3,"Sector 150, Noida", 1.05 Cr
3356,783,3,"Sector 150, Noida", 1.05 Cr
3357,783,3,"Sector 150, Noida", 1.05 Cr
3358,981,3,"Sector 150, Noida", 1.28 Cr
3359,981,3,"Sector 150, Noida", 1.28 Cr
3360,648,2,"Sector 150, Noida", 93.16 L
3361,648,2,"Sector 150, Noida", 93.16 L
3362,771,2,"Sector 150, Noida", 79 L
3363,771,2,"Sector 150, Noida", 79 L
3364,801,2,"Sector 150, Noida", 84.04 L
3365,801,2,"Sector 150, Noida", 84.04 L
3366,773,2,"Sector 150, Noida", 79.21 L
3367,773,2,"Sector 150, Noida", 79.21 L
3368,1455,3,"Sector 150, Noida", 1.51 Cr
3369,1455,3,"Sector 150, Noida", 1.51 Cr
3370,977,2,"Sector 150, Noida", 96.96 L
3371,977,2,"Sector 150, Noida", 96.96 L
3372,1903,4,"Sector 150, Noida", 1.99 Cr
3373,1903,4,"Sector 150, Noida", 1.99 Cr
3374,1202,3,"Sector 150, Noida", 1.18 Cr
3375,1202,3,"Sector 150, Noida", 1.18 Cr
3376,1465,2,"Sector 150, Noida", 1.03 Cr
3377,1465,2,"Sector 150, Noida", 1.03 Cr
3378,1425,2,"Sector 150, Noida", 1.01 Cr
3379,1465,2,"Sector 150, Noida", 1.03 Cr
3380,1945,3,"Sector 150, Noida", 1.37 Cr
3381,1425,2,"Sector 150, Noida", 1.01 Cr
3382,2385,3,"Sector 150, Noida", 1.69 Cr
3383,1945,3,"Sector 150, Noida", 1.37 Cr
3384,1760,3,"Sector 150, Noida", 1.24 Cr
3385,2385,3,"Sector 150, Noida", 1.69 Cr
3386,1760,3,"Sector 150, Noida", 1.24 Cr
3387,1404,3,"Sector 150, Noida", 1.05 Cr
3388,1404,3,"Sector 150, Noida", 1.05 Cr
3389,1779,3,"Sector 100, Noida", 1.3 Cr
3390,1730,3,"Sector 107, Noida", 1.15 Cr
3391,2345,3,"Sector 100, Noida", 2.05 Cr
3392,1040,2,"Urbainia Trinity Noida Extension Yakubpur Noida, Noida", 41.5 L
3393,1165,2,"Sector 150, Noida", 75 L
3394,1100,2,"Sector 150, Noida", 67.19 L
3395,1900,3,"Sector 143B, Noida", 1.03 Cr
3396,1900,3,"Sector 143B, Noida", 1.03 Cr
3397,1425,3,"Sector 143B, Noida", 77.66 L
3398,1425,3,"Sector 143B, Noida", 77.66 L
3399,1700,3,"Sector 143B, Noida", 92.65 L
3400,1700,3,"Sector 143B, Noida", 92.65 L
3401,1600,3,"Sector 143B, Noida", 87.2 L
3402,1600,3,"Sector 143B, Noida", 87.2 L
3403,1300,3,"Sector 143B, Noida", 70.85 L
3404,1300,3,"Sector 143B, Noida", 70.85 L
3405,688,2,"Sector 144, Noida", 75.4 L
3406,1285,3,"Sector 150, Noida", 94.5 L
3407,2350,2,"rho 2, Noida", 1.3 Cr
3408,2350,2,"rho 2, Noida", 1.3 Cr
3409,3780,4,"Sector 128, Noida", 3.25 Cr
3410,1675,3,"Sector 150, Noida", 94.7 L
3411,1675,3,"Sector 150, Noida", 94.7 L
3412,1675,3,"Sector 150, Noida", 94.7 L
3413,1675,3,"Sector 150, Noida", 94.7 L
3414,1615,3,"Sector 150, Noida", 91.46 L
3415,1615,3,"Sector 150, Noida", 91.46 L
3416,6800,5,"Sector 107, Noida", 6.9 Cr
3417,720,2,"Sector 16B, Noida", 33.69 L
3418,900,2,"Sector 16B, Noida", 42 L
3419,540,1,"Sector 16B, Noida", 25.2 L
3420,1750,3,"Sector 150, Noida", 1.08 Cr
3421,3220,4,"Sector 150, Noida", 2.26 Cr
3422,2190,3,"Sector 150, Noida", 1.42 Cr
3423,2460,3,"Sector 150, Noida", 1.74 Cr
3424,1040,2,"Urbainia Trinity Noida Extension Yakubpur Noida, Noida", 44.1 L
3425,1440,2,"Sector 129, Noida", 45 L
3426,1154,2,"Sector 120, Noida", 40 L
3427,1404,3,"Sector 150, Noida", 91.96 L
3428,1155,2,"Sector 150, Noida", 75.65 L
3429,1137,2,"Sector 150, Noida", 74.47 L
3430,925,2,"Sector 121, Noida", 24.99 L
3431,950,2,"Sector 121, Noida", 24.95 L
3432,1150,3,"Sector 121, Noida", 29.95 L
3433,950,2,"Sector 121, Noida", 24.95 L
3434,1150,3,"Sector 121, Noida", 29.95 L
3435,950,2,"Sector 121, Noida", 24.95 L
3436,925,2,"Sector 121, Noida", 23.95 L
3437,1150,3,"Sector 121, Noida", 29.95 L
3438,925,2,"Sector 121, Noida", 23.95 L
3439,1150,3,"Sector 121, Noida", 29.95 L
3440,925,2,"Sector 121, Noida", 23.95 L
3441,1200,3,"Sector 121, Noida", 29.9 L
3442,3000,3,"Sector 128, Noida", 2.91 Cr
3443,4700,4,"Sector 144, Noida", 4.2 Cr
3444,5000,5,"Sector 150, Noida", 3.45 Cr
3445,3000,3,"Sector 128, Noida", 2.55 Cr
3446,2460,3,"Sector 150, Noida", 1.7 Cr
3447,2230,3,"Sector 150, Noida", 1.11 Cr
3448,2230,3,"Sector 150, Noida", 1.09 Cr
3449,2990,4,"Sector 150, Noida", 1.5 Cr
3450,1404,3,"Sector 150, Noida", 79.5 L
3451,1980,3,"Sector 150, Noida", 1 Cr
3452,2555,3,"Sector 150, Noida", 1.28 Cr
3453,2040,3,"Sector 150, Noida", 1.18 Cr
3454,2230,3,"Sector 150, Noida", 1.07 Cr
3455,1137,2,"Sector 150, Noida", 61 L
3456,3355,4,"Sector 150, Noida", 1.68 Cr
3457,3200,4,"Sector 150, Noida", 1.71 Cr
3458,2000,3,"Sector 150, Noida", 1.07 Cr
3459,2300,3,"Sector 150, Noida", 1.23 Cr
3460,1245,2,"Sector 79, Noida", 72.75 L
3461,2440,3,"Sector 150, Noida", 1.81 Cr
3462,2190,3,"Sector 150, Noida", 1.48 Cr
3463,1625,3,"Sector 150, Noida", 86.93 L
3464,1750,3,"Sector 150, Noida", 89.23 L
3465,2190,3,"Sector 150, Noida", 1.11 Cr
3466,1395,3,"Sector 150, Noida", 71.13 L
3467,3300,4,"Sector 75, Noida", 3.63 Cr
3468,3030,4,"Sector 75, Noida", 3.33 Cr
3469,3300,4,"Sector 75, Noida", 3.63 Cr
3470,2510,3,"Sector 75, Noida", 2.76 Cr
3471,3030,4,"Sector 75, Noida", 3.33 Cr
3472,2510,3,"Sector 75, Noida", 2.76 Cr
3473,4874,4,"Sector 108, Noida", 4.14 Cr
3474,3302,3,"Sector 108, Noida", 2.8 Cr
3475,3312,3,"Sector 108, Noida", 2.81 Cr
3476,3996,4,"Sector 108, Noida", 3.39 Cr
3477,3195,3,"Sector 108, Noida", 2.3 Cr
3478,4850,4,"Sector 108, Noida", 3.41 Cr
3479,1775,3,"Sector 152, Noida", 1.23 Cr
3480,1350,2,"Sector 152, Noida", 89.5 L
3481,4000,4,"Sector 108, Noida", 3 Cr
3482,1753,4,"Sector 43, Noida", 4.06 Cr
3483,1753,4,"Sector 43, Noida", 4.06 Cr
3484,1345,3,"Sector 43, Noida", 3.72 Cr
3485,1265,2,"Sector 150, Noida", 1.01 Cr
3486,1246,2,"Sector 119, Noida", 62 L
3487,4644,4,"Sector 107, Noida", 2.78 Cr
3488,1295,2,"Sector 43, Noida", 1.25 Cr
3489,3940,4,"Sector 108, Noida", 2.9 Cr
3490,3940,4,"Sector 108, Noida", 3 Cr
3491,804,2,"Sector 152, Noida", 82.35 L
3492,1181,3,"Sector 152, Noida", 1.13 Cr
3493,1185,3,"Sector 152, Noida", 1.13 Cr
3494,815,2,"Sector 152, Noida", 83.48 L
3495,2440,3,"Sector 150, Noida", 2.75 Cr
3496,2440,3,"Sector 150, Noida", 2.75 Cr
3497,2440,3,"Sector 150, Noida", 2.75 Cr
3498,2440,3,"Sector 150, Noida", 2.75 Cr
3499,2251,4,"Sector 150, Noida", 2.27 Cr
3500,525,2,"Chhajarsi Colony, Noida", 15.78 L
3501,434,1,"Bahlolpur, Noida", 12.68 L
3502,1025,2,"Sector 144, Noida", 73 L
3503,1404,3,"Sector 150, Noida", 76.55 L
3504,1155,2,"Sector 150, Noida", 63 L
3505,1137,2,"Sector 150, Noida", 62 L
3506,1160,2,"Sector 144, Noida", 83 L
3507,1200,2,"Phase 2 Noida Extension, Noida", 28.99 L
3508,1409,3,"Sector 78, Noida", 65 L
3509,1340,3,"Sector 143, Noida", 70 L
3510,2088,3,"Sector 43, Noida", 2.39 Cr
3511,2350,4,"Sector 93A, Noida", 1.4 Cr
3512,950,2,"Sector 134, Noida", 39 L
3513,1670,3,"Sector 134, Noida", 70 L
3514,950,2,"Sector 134, Noida", 35 L
3515,4070,5,"Sector 78, Noida", 2.8 Cr
3516,3284,4,"Sector 50, Noida", 3.28 Cr
3517,1575,3,"Sector 50, Noida", 1.2 Cr
3518,1295,3,"Sector 34, Noida", 82 L
3519,1350,3,"Phase 2 Noida Extension, Noida", 32.5 L
3520,2650,4,"Sector 107, Noida", 2 Cr
3521,2500,4,"Sector 134, Noida", 1.1 Cr
3522,990,3,"Sector 117, Noida", 46.03 L
3523,460,1,"Sector 117, Noida", 21.39 L
3524,766,2,"Sector 117, Noida", 35.61 L
3525,6300,5,"Sector 75, Noida", 7.24 Cr
3526,3300,4,"Sector 75, Noida", 3.79 Cr
3527,3030,4,"Sector 75, Noida", 3.48 Cr
3528,2510,3,"Sector 75, Noida", 2.88 Cr
3529,5300,5,"Sector 75, Noida", 6.09 Cr
3530,951,3,"Sector 117, Noida", 44.22 L
3531,950,2,"Sector 134, Noida", 45 L
3532,1450,2,"Sector 27, Noida", 1.25 Cr
3533,2450,3,"Sector 50, Noida", 1.4 Cr
3534,995,2,"Phase 2 Noida Extension, Noida", 46 L
3535,1090,1,"Sector 121, Noida", 68.99 L
3536,2715,5,"Sector 79, Noida", 2.15 Cr
3537,5000,5,"Sector 79, Noida", 3.25 Cr
3538,3631,4,"Sector 107, Noida", 5.91 Cr
3539,1865,3,"Sector 107, Noida", 2.62 Cr
3540,1404,3,"Sector 150, Noida", 91.96 L
3541,1155,2,"Sector 150, Noida", 75.65 L
3542,1137,2,"Sector 150, Noida", 74.47 L
3543,783,3,"Sector 150, Noida", 90 L
3544,981,3,"Sector 150, Noida", 1.14 Cr
3545,648,2,"Sector 150, Noida", 76 L
3546,3400,4,"Sector 27, Noida", 2.6 Cr
3547,1600,3,"Sector 28, Noida", 2.1 Cr
3548,1340,3,"Sector 143, Noida", 70 L
3549,650,1,"Sector 44, Noida", 15 L
3550,10000,10,"Sector 61, Noida", 13 Cr
3551,1585,3,"Sector 28, Noida", 1.51 Cr
3552,3400,4,"Sector 27, Noida", 2.5 Cr
3553,4425,4,"Sector 78, Noida", 3.25 Cr
3554,1082,2,"Sector 74, Noida", 55 L
3555,1050,2,"Sector 49, Noida", 35 L
3556,1246,2,"Sector 119, Noida", 62 L
3557,950,2,"Sector 49, Noida", 33 L
3558,1385,3,"Sector 77, Noida", 86 L
3559,1050,2,"Sector 49, Noida", 38 L
3560,2200,4,"Sector 41, Noida", 3.1 Cr
3561,1400,3,"Sector 49, Noida", 50 L
3562,1090,2,"Sector 76, Noida", 58 L
3563,1000,2,"Sector 49, Noida", 35 L
3564,3223,4,"Sector 36, Noida", 6.15 Cr
3565,900,2,"Sector 49, Noida", 30 L
3566,950,2,"Sector 49, Noida", 33 L
3567,850,2,"Sector 49, Noida", 28 L
3568,1050,2,"Sector 49, Noida", 45 L
3569,1450,2,"Sector 49, Noida", 45 L
3570,3184,4,"Sector 50, Noida", 3.4 Cr
3571,615,1,"Sector 75, Noida", 45 L
3572,1505,3,"Sector 74, Noida", 85 L
3573,10000,10,"Sector 61, Noida", 5.25 Cr
3574,5800,4,"Sector 107, Noida", 3.72 Cr
3575,4900,8,"Sector 47, Noida", 14 Cr
3576,6000,6,"Sector 44, Noida", 4.5 Cr
3577,3200,2,"Sector 45, Noida", 2.4 Cr
3578,2400,5,"Sector 15, Noida", 1.7 Cr
3579,1150,2,"Sector 74, Noida", 60 L
3580,1424,3,"Sector 45, Noida", 85 L
3581,1495,3,"Sector 75, Noida", 1.05 Cr
3582,2050,3,"Sector 75, Noida", 1.4 Cr
3583,1820,3,"Sector 75, Noida", 1.12 Cr
3584,1765,3,"Sector 75, Noida", 1.1 Cr
3585,990,2,"Sector 75, Noida", 58 L
3586,1495,3,"Sector 75, Noida", 1.1 Cr
3587,1495,3,"Sector 75, Noida", 1.1 Cr
3588,1295,2,"Sector 75, Noida", 85 L
3589,1732,3,"Sector 75, Noida", 1.2 Cr
3590,1500,3,"Sector 75, Noida", 1 Cr
3591,1495,3,"Sector 75, Noida", 90 L
3592,930,2,"Sector 74, Noida", 50 L
3593,2500,3,"Sector 78, Noida", 2.4 Cr
3594,2575,4,"Sector 79, Noida", 2.15 Cr
3595,2890,4,"Sector 79, Noida", 2.35 Cr
3596,3430,4,"Sector 78, Noida", 3.3 Cr
3597,1880,3,"Sector 79, Noida", 1.56 Cr
3598,1535,3,"Sector 76, Noida", 85 L
3599,2250,3,"Sector 50, Noida", 2.6 Cr
3600,10000,10,"Sector 61, Noida", 5.65 Cr
3601,2500,6,"Sector 19, Noida", 2.5 Cr
3602,2080,3,"Sector 27, Noida", 2 Cr
3603,950,2,"Sector 19, Noida", 40 L
3604,7352,5,"Sector 94, Noida", 7.95 Cr
3605,1285,3,"Sector 150, Noida", 1 Cr
3606,3998,4,"Sector 128, Noida", 4.25 Cr
3607,4874,4,"Sector 108, Noida", 4.14 Cr
3608,3302,3,"Sector 108, Noida", 2.8 Cr
3609,3312,3,"Sector 108, Noida", 2.81 Cr
3610,3996,4,"Sector 108, Noida", 3.39 Cr
3611,1085,2,"Sector 119, Noida", 55 L
3612,2100,4,"Sector 49, Noida", 75 L
3613,4843,6,"Sector 40, Noida", 6 Cr
3614,3998,4,"Sector 128, Noida", 4.25 Cr
3615,1370,2,"Sector 77, Noida", 95 L
3616,1545,3,"Sector 76, Noida", 70 L
3617,1180,2,"Sector 76, Noida", 60 L
3618,1315,3,"Sector 76, Noida", 72 L
3619,1035,2,"Sector 76, Noida", 55 L
3620,1015,2,"Sector 76, Noida", 52 L
3621,875,2,"Sector 76, Noida", 44 L
3622,1320,3,"Sector 78, Noida", 88 L
3623,1472,3,"Sector 76, Noida", 95 L
3624,1147,2,"Sector 76, Noida", 68 L
3625,1110,2,"Sector 76, Noida", 65 L
3626,1625,3,"Sector 77, Noida", 1.2 Cr
3627,1075,2,"Sector 78, Noida", 58 L
3628,600,1,"Sector 44, Noida", 22 L
3629,1250,3,"Sector 82, Noida", 76 L
3630,10500,7,"Sector 14, Noida", 9.5 Cr
3631,750,2,"Sector 44, Noida", 25 L
3632,1625,3,"Sector 74, Noida", 90 L
3633,2175,3,"Sector 75, Noida", 1.8 Cr
3634,1620,3,"Sector 79, Noida", 1.32 Cr
3635,4720,4,"Sector 79, Noida", 4 Cr
3636,1730,3,"Sector 79, Noida", 1.55 Cr
3637,1085,2,"Sector 74, Noida", 52 L
3638,3070,3,"Sector 78, Noida", 3.1 Cr
3639,3430,4,"Sector 78, Noida", 3.5 Cr
3640,2500,3,"Sector 78, Noida", 2.65 Cr
3641,2050,3,"Sector 75, Noida", 1.4 Cr
3642,2715,5,"Sector 79, Noida", 2.2 Cr
3643,1370,2,"Sector 75, Noida", 1.05 Cr
3644,1310,2,"Sector 75, Noida", 85 L
3645,1495,3,"Sector 75, Noida", 1.05 Cr
3646,1945,3,"Sector 74, Noida", 1.55 Cr
3647,1380,2,"Sector 79, Noida", 94 L
3648,4100,5,"Sector 78, Noida", 3.8 Cr
3649,1495,3,"Sector 75, Noida", 1.08 Cr
3650,1385,3,"Sector 77, Noida", 90 L
3651,2250,4,"Sector 78, Noida", 2 Cr
3652,1525,3,"Sector 75, Noida", 1.18 Cr
3653,1260,2,"Sector 75, Noida", 95 L
3654,1455,3,"Sector 75, Noida", 95 L
3655,1600,3,"Sector 75, Noida", 1.08 Cr
3656,1765,3,"Sector 75, Noida", 1.15 Cr
3657,1835,3,"Sector 76, Noida", 1.05 Cr
3658,2385,3,"Sector 150, Noida", 1.75 Cr
3659,2750,4,"Sector 50, Noida", 2.8 Cr
3660,1455,3,"Sector 75, Noida", 92 L
3661,1500,3,"Sector 75, Noida", 1 Cr
3662,2250,4,"Sector 75, Noida", 1.8 Cr
3663,940,2,"Sector 75, Noida", 60 L
3664,1760,3,"Sector 75, Noida", 1.15 Cr
3665,2050,3,"Sector 75, Noida", 1.5 Cr
3666,1550,3,"Sector 75, Noida", 1.25 Cr
3667,1380,2,"Sector 79, Noida", 1.1 Cr
3668,1730,3,"Sector 79, Noida", 1.5 Cr
3669,1245,2,"Sector 79, Noida", 90 L
3670,1850,3,"Sector 79, Noida", 1.5 Cr
3671,4425,4,"Sector 78, Noida", 4.3 Cr
3672,3070,3,"Sector 78, Noida", 3 Cr
